,message,message_type
515,"Sorry, I have a prior commitment at that time.",patient_rejection
516,I'm unable to make it for that particular time.,patient_rejection
517,"Unfortunately, that time doesn't work for me.",patient_rejection
518,"Sorry, but I have something else scheduled.",patient_rejection
519,I have a conflict; can we find another time?,patient_rejection
520,"Unfortunately, I have another engagement then.",patient_rejection
521,"Sorry, that time doesn't fit into my schedule.",patient_rejection
522,I have a conflicting appointment; need to cancel.,patient_rejection
523,"Unfortunately, I won't be able to make it then.",patient_rejection
524,"Sorry, that time is not feasible for me.",patient_rejection
525,I have prior engagements; need to change.,patient_rejection
526,"Unfortunately, I can't make it for that slot.",patient_rejection
527,"Sorry, but that time doesn't work for me.",patient_rejection
528,I have a conflicting commitment at that time.,patient_rejection
529,"Unfortunately, I have a conflicting schedule.",patient_rejection
530,"Sorry, that time doesn't suit my availability.",patient_rejection
531,I need to cancel as I have another appointment.,patient_rejection
532,"Unfortunately, I won't be available at that time.",patient_rejection
533,"Sorry, that time doesn't suit my schedule.",patient_rejection
534,"I can't make it at that scheduled time, sorry.",patient_rejection
535,"Unfortunately, I have a conflicting event then.",patient_rejection
536,"Sorry, I have a prior commitment at that time.",patient_rejection
537,I'm unable to make it for that particular time.,patient_rejection
538,"Unfortunately, that time doesn't work for me.",patient_rejection
539,"Sorry, but I have something else scheduled.",patient_rejection
540,I have a conflict; can we find another time?,patient_rejection
541,"Unfortunately, I have another engagement then.",patient_rejection
542,"Sorry, that time doesn't fit into my schedule.",patient_rejection
543,I have a conflicting appointment; need to cancel.,patient_rejection
544,"Unfortunately, I won't be able to make it then.",patient_rejection
545,"Sorry, that time is not feasible for me.",patient_rejection
546,I have prior engagements; need to change.,patient_rejection
547,"Unfortunately, I can't make it for that slot.",patient_rejection
548,"Sorry, but that time doesn't work for me.",patient_rejection
549,I have a conflicting commitment at that time.,patient_rejection
550,"Unfortunately, I have a conflicting schedule.",patient_rejection
551,"Sorry, that time doesn't suit my availability.",patient_rejection
552,I need to cancel as I have another appointment.,patient_rejection
553,"Unfortunately, I won't be available at that time.",patient_rejection
554,"Sorry, that time doesn't suit my schedule.",patient_rejection
555,"No, I'm not available at that time.",patient_rejection
556,"Sorry, but I have a prior commitment.",patient_rejection
557,"Unfortunately, that doesn't work for me.",patient_rejection
558,"No, I have another appointment scheduled.",patient_rejection
559,I'm afraid I can't make it then.,patient_rejection
560,"Sorry, I have a conflicting engagement.",patient_rejection
561,"No, that time is inconvenient for me.",patient_rejection
562,"Unfortunately, I have other plans.",patient_rejection
563,I'm unavailable at that particular time.,patient_rejection
564,"No, I have a scheduling conflict.",patient_rejection
565,"Sorry, I won't be able to attend.",patient_rejection
566,I'm afraid I have another commitment.,patient_rejection
567,"No, I have something else scheduled.",patient_rejection
568,"Unfortunately, I have a prior obligation.",patient_rejection
569,"Sorry, but I'm occupied at that time.",patient_rejection
570,"No, I have a conflicting appointment.",patient_rejection
571,"I'm sorry, that time doesn't suit me.",patient_rejection
572,"Unfortunately, I can't make it then.",patient_rejection
573,"No, I'm not free at that time.",patient_rejection
574,"Sorry, I won't be available then.",patient_rejection
575,"No, I have a prior engagement.",patient_rejection
576,I'm afraid I have another commitment.,patient_rejection
577,"Unfortunately, I'm not available then.",patient_rejection
578,"No, that doesn't fit into my schedule.",patient_rejection
579,"Sorry, I'm unable to attend at that time.",patient_rejection
580,"No, I have a conflicting schedule.",patient_rejection
581,"Unfortunately, I have other plans.",patient_rejection
582,"Sorry, that's not a convenient time for me.",patient_rejection
583,"No, I'm occupied during that time.",patient_rejection
584,I'm afraid I have something else going on.,patient_rejection
585,"No, I have a conflicting arrangement.",patient_rejection
586,"Sorry, but I have a conflicting commitment.",patient_rejection
587,"Unfortunately, I have a prior engagement.",patient_rejection
588,"No, that time is already booked for me.",patient_rejection
589,"Sorry, I can't commit to that time.",patient_rejection
590,"No, I'm unable to make it then.",patient_rejection
591,"Unfortunately, I have another appointment.",patient_rejection
592,"No, I have prior obligations.",patient_rejection
593,"Sorry, I'm not available then.",patient_rejection
594,"No, I can't attend at that time.",patient_rejection
595,"Unfortunately, I have a conflicting schedule.",patient_rejection
596,"No, I have something else planned.",patient_rejection
597,"Sorry, that doesn't fit with my schedule.",patient_rejection
598,"No, I have a conflicting event.",patient_rejection
599,"Unfortunately, I have a prior commitment.",patient_rejection
600,"No, I'm already booked during that time.",patient_rejection
601,"Sorry, I won't be able to make it.",patient_rejection
602,"No, I'm unavailable at that particular time.",patient_rejection
603,"Unfortunately, I'm not free then.",patient_rejection
604,"No, that's not a good time for me.",patient_rejection
605,"Sorry, I have another engagement.",patient_rejection
606,"No, I can't make that time work.",patient_rejection
607,"Unfortunately, I have another obligation.",patient_rejection
608,"No, I'm occupied at that time.",patient_rejection
609,"Sorry, I have a prior arrangement.",patient_rejection
610,"No, that time doesn't work for me.",patient_rejection
611,"Unfortunately, I'm unavailable then.",patient_rejection
612,"No, I'm not able to attend at that time.",patient_rejection
613,"Sorry, I have a conflicting commitment.",patient_rejection
614,"No, I have a different appointment.",patient_rejection
615,"Unfortunately, that's not possible for me.",patient_rejection
616,"No, I'm not available during that time.",patient_rejection
617,"Sorry, I have something else scheduled.",patient_rejection
618,"No, I can't fit that into my schedule.",patient_rejection
619,"Unfortunately, I'm already committed then.",patient_rejection
620,"No, that's a busy time for me.",patient_rejection
621,"Sorry, I have another engagement planned.",patient_rejection
622,"No, I'm unavailable at that time slot.",patient_rejection
623,"Unfortunately, I have a prior engagement.",patient_rejection
624,"No, I'm not free then, sorry.",patient_rejection
625,"Sorry, I can't make it at that time.",patient_rejection
626,"No, I have another commitment then.",patient_rejection
627,"Unfortunately, I won't be available.",patient_rejection
628,"No, I have a different obligation.",patient_rejection
629,"Sorry, I'm unable to commit to that time.",patient_rejection
630,"No, I have a conflicting schedule.",patient_rejection
631,"Unfortunately, I have a prior arrangement.",patient_rejection
632,"No, I'm not available during that period.",patient_rejection
633,"Sorry, I have another appointment.",patient_rejection
634,"No, that doesn't fit with my schedule.",patient_rejection
635,"Unfortunately, I'm occupied at that time.",patient_rejection
636,"No, I have a prior engagement scheduled.",patient_rejection
637,"Sorry, I have a conflicting event.",patient_rejection
638,"No, I'm unavailable for that time.",patient_rejection
639,"Unfortunately, that time doesn't work for me.",patient_rejection
640,"No, I have a different commitment.",patient_rejection
641,"Sorry, I have a prior obligation.",patient_rejection
642,"No, I'm unable to make it then.",patient_rejection
643,"Unfortunately, I have another arrangement.",patient_rejection
644,"No, I can't attend at that time.",patient_rejection
645,"Sorry, I'm already booked.",patient_rejection
646,"No, that doesn't suit my schedule.",patient_rejection
647,"Unfortunately, I'm not available then.",patient_rejection
648,"No, I have other plans at that time.",patient_rejection
649,"Sorry, I have a conflicting engagement.",patient_rejection
650,"No, I can't make it for that appointment.",patient_rejection
651,"Unfortunately, I have a conflicting commitment.",patient_rejection
652,"No, I have a prior engagement.",patient_rejection
653,"Sorry, I'm unavailable during that period.",patient_rejection
654,"No, I'm not free for that time slot.",patient_rejection
